,id,num,run,amplitude_difference
211,001,800,17,2.3976754412394805e-07
212,001,900,17,2.930941036418556e-07
213,001,1000,17,2.80191533222185e-07
214,001,1100,17,4.32841939217215e-07
215,001,1200,17,3.4976436200340197e-07
216,001,100,18,4.3001357437437566e-07
217,001,200,18,-2.5325403638873264e-07
218,001,300,18,1.1337049695153844e-06
219,001,400,18,1.1833615760332142e-06
220,001,500,18,1.0446960381711084e-06
221,001,600,18,8.805193121192936e-07
222,001,700,18,9.865932030515312e-07
223,001,800,18,1.023440674957717e-06
224,001,900,18,6.631589091480205e-07
225,001,1000,18,5.922209136936006e-07
226,001,1100,18,6.5803006861433e-07
227,001,1200,18,6.834692286299047e-07
228,001,100,19,-6.404442975772737e-07
229,001,200,19,1.9366928965019551e-07
230,001,300,19,6.194535486001094e-07
231,001,400,19,5.922731849230046e-07
232,001,500,19,6.824741367713405e-07
233,001,600,19,7.049298562317429e-07
234,001,700,19,8.115455925173932e-07
235,001,800,19,1.828869432809411e-07
236,001,900,19,1.784450253206328e-07
237,001,1000,19,1.5028595907191014e-07
238,001,1100,19,2.258619441472102e-07
239,001,1200,19,2.0756817297719537e-08
240,001,100,20,-6.901873865394903e-07
241,001,200,20,9.316327345641237e-07
242,001,300,20,1.4689397897580977e-06
243,001,400,20,1.21988125915898e-06
244,001,500,20,1.378326364572346e-06
245,001,600,20,1.1829600638215705e-06
246,001,700,20,1.1719768573611378e-06
247,001,800,20,5.658415234416217e-07
248,001,900,20,4.6834778922242345e-07
249,001,1000,20,4.304011203204052e-07
250,001,1100,20,2.376041953239463e-07
251,001,1200,20,1.9322421979771092e-07
252,001,100,21,-2.0106144835927245e-07
253,001,200,21,-9.69345193767625e-07
254,001,300,21,-1.00387449560697e-06
255,001,400,21,-2.0453695375476228e-07
256,001,500,21,2.0329644766211412e-08
257,001,600,21,-1.1261978688191067e-07
258,001,700,21,-5.5143298887786986e-08
259,001,800,21,1.9983813162671776e-07
260,001,900,21,4.0103702473516213e-07
261,001,1000,21,4.810606355262169e-07
262,001,1100,21,4.80420419363847e-07
263,001,1200,21,6.287194168915105e-07
264,001,100,22,3.367578001913649e-07
265,001,200,22,-4.2483168216648484e-07
266,001,300,22,2.0026670618344867e-07
267,001,400,22,2.612489157034581e-07
268,001,500,22,6.617366110958499e-08
269,001,600,22,8.287343602717602e-08
270,001,700,22,4.6255167608356146e-07
271,001,800,22,5.134296136208247e-07
272,001,900,22,1.415932794419463e-07
273,001,1000,22,2.1136470777385127e-07
274,001,1100,22,2.7916771447397465e-07
275,001,1200,22,2.0239804102212214e-07
276,001,100,23,-1.0630929723148014e-06
277,001,200,23,4.495351987610621e-07
278,001,300,23,4.3146952962674903e-07
279,001,400,23,-5.580042193695237e-08
280,001,500,23,2.711556778465358e-07
281,001,600,23,2.0285872153416327e-07
282,001,700,23,1.234071196428279e-07
283,001,800,23,3.3784554851026155e-09
284,001,900,23,1.105297894412996e-08
285,001,1000,23,-1.0198098127108826e-08
286,001,1100,23,8.889070642667652e-08
287,001,1200,23,1.647375088218058e-07
288,001,100,24,1.2340287680070324e-06
289,001,200,24,2.8586787557477628e-06
290,001,300,24,1.4609627790437086e-06
291,001,400,24,1.4141610343642217e-06
292,001,500,24,1.546472381868958e-06
293,001,600,24,1.307823453938854e-06
294,001,700,24,1.2265521878844103e-06
295,001,800,24,1.2344550703078023e-06
296,001,900,24,9.757603429971996e-07
297,001,1000,24,9.235464206770535e-07
298,001,1100,24,9.120670760813268e-07
299,001,1200,24,7.202178861770027e-07
300,001,100,25,7.983512292850981e-07
301,001,200,25,1.3197277852167692e-06
302,001,300,25,9.671279026116245e-07
303,001,400,25,1.4392006237281431e-06
304,001,500,25,1.060375769061085e-06
305,001,600,25,1.0224727672681107e-06
306,001,700,25,9.64643949001655e-07
307,001,800,25,1.0030561324596556e-06
308,001,900,25,1.0249565555998655e-06
309,001,1000,25,9.335738992123127e-07
310,001,1100,25,9.042091794308244e-07
311,001,1200,25,9.965076847502478e-07
312,001,100,26,1.081586148347017e-06
313,001,200,26,-1.203624879326862e-06
314,001,300,26,-7.054335619303258e-07
315,001,400,26,-9.296133388174581e-07
316,001,500,26,-8.237170052485946e-07
317,001,600,26,-3.5466980307073e-07
318,001,700,26,-1.458192493998617e-07
319,001,800,26,-4.467291539946063e-08
320,001,900,26,2.047574951640139e-07
321,001,1000,26,2.2315552171313493e-07
322,001,1100,26,3.2713352732966705e-07
323,001,1200,26,3.6886969464671553e-07
324,001,100,27,6.920689167525018e-07
325,001,200,27,7.02394846780026e-07
326,001,300,27,9.893137683198633e-07
327,001,400,27,5.906403598035791e-07
328,001,500,27,9.582772202009363e-07
329,001,600,27,6.262669100884337e-07
330,001,700,27,6.862574718705546e-07
331,001,800,27,2.546264194096658e-07
332,001,900,27,2.5033596480241604e-07
333,001,1000,27,4.4729371814060023e-07
334,001,1100,27,5.990353128326947e-07
335,001,1200,27,5.873412035614784e-07
336,001,100,28,7.077386092590134e-07
337,001,200,28,-6.708423642905166e-07
338,001,300,28,-4.5982587131853003e-07
339,001,400,28,-7.662058368760854e-07
340,001,500,28,-5.747680368014114e-07
341,001,600,28,-3.398678529635969e-07
342,001,700,28,-1.1793200786258474e-07
343,001,800,28,-1.2669445032040122e-07
344,001,900,28,-1.6092971748325176e-07
345,001,1000,28,-1.2979646556828147e-07
346,001,1100,28,-1.6132061728387532e-07
347,001,1200,28,-1.5702449317675836e-07
348,001,100,29,1.0287571486283921e-06
349,001,200,29,2.523403424571913e-06
350,001,300,29,1.7260401207015704e-06
351,001,400,29,1.7497289431985386e-06
352,001,500,29,6.585245495045415e-07
353,001,600,29,6.05271567601782e-07
354,001,700,29,4.1623095871971113e-07
355,001,800,29,4.596304664647419e-07
356,001,900,29,7.541406450584825e-07
357,001,1000,29,5.905803124207815e-07
358,001,1100,29,5.433836098563098e-07
359,001,1200,29,4.7355570928780217e-07
360,001,100,30,1.0038746968677363e-06
361,001,200,30,1.3514452488557456e-06
362,001,300,30,1.8894218945626659e-06
363,001,400,30,1.3337659732474481e-06
364,001,500,30,1.3625842981788947e-06
365,001,600,30,1.1921245840499832e-06
366,001,700,30,9.417895456997741e-07
367,001,800,30,6.86323395516468e-07
368,001,900,30,7.07000174972943e-07
369,001,1000,30,7.588137632028652e-07
370,001,1100,30,6.476160802269796e-07
371,001,1200,30,6.78537445855682e-07
372,001,100,31,-4.291210207754823e-07
373,001,200,31,-1.40318719882687e-07
374,001,300,31,-7.125019434458818e-07
375,001,400,31,-2.9404521757875774e-07
376,001,500,31,-4.732988433929389e-07
377,001,600,31,-2.2591121541517768e-07
378,001,700,31,9.637097137811495e-08
379,001,800,31,5.309844670885862e-07
380,001,900,31,6.269150555189134e-07
381,001,1000,31,1.444684288090579e-07
382,001,1100,31,1.6925532589083398e-07
383,001,1200,31,7.417879925567662e-08
384,001,100,32,-4.6710258811677086e-08
385,001,200,32,2.324239947046682e-06
386,001,300,32,2.4484053319382792e-06
387,001,400,32,1.3477684510623472e-06
388,001,500,32,1.4038836008827585e-06
389,001,600,32,1.2127450999615553e-06
390,001,700,32,9.862227843547872e-07
391,001,800,32,8.068771061625793e-07
392,001,900,32,8.014475251791605e-07
393,001,1000,32,8.746895821341733e-07
394,001,1100,32,7.12726289963203e-07
395,001,1200,32,8.141234299283586e-07
396,001,100,33,-2.4506718966113344e-06
397,001,200,33,-1.484085073007292e-06
398,001,300,33,-1.021747172512314e-06
399,001,400,33,-5.757130872162154e-07
400,001,500,33,-5.479176570955619e-07
401,001,600,33,-6.793936161364728e-07
402,001,700,33,-5.488875759476286e-07
403,001,800,33,-5.121766731646724e-07
404,001,900,33,-3.0621371971021667e-07
405,001,1000,33,-8.878895294164229e-08
406,001,1100,33,-1.2775221355082258e-07
407,001,1200,33,4.1250669184454607e-08
408,001,100,34,-2.0094628833147855e-06
409,001,200,34,-8.001517045717628e-07
410,001,300,34,-8.405187430883794e-07
411,001,400,34,-6.210612231672593e-07
412,001,500,34,1.066821425176843e-07
413,001,600,34,5.145493980138249e-07
414,001,700,34,4.3423819296779963e-07
415,001,800,34,5.070480414401724e-07
416,001,900,34,7.919666232189466e-07
417,001,1000,34,4.929760460743743e-07
418,001,1100,34,4.2126946109176566e-07
419,001,1200,34,3.1503888039994964e-07
420,001,100,35,-1.2615005160756437e-06
421,001,200,35,-6.552800127317525e-07
422,001,300,35,2.747919171839281e-07
423,001,400,35,3.223054203686266e-07
424,001,500,35,5.276451224603235e-07
425,001,600,35,-4.0767556940382426e-08
426,001,700,35,4.074040642629861e-07
427,001,800,35,1.2120439534959097e-07
428,001,900,35,3.1024380744809546e-07
429,001,1000,35,2.0909306595881962e-07
430,001,1100,35,1.311659946720383e-07
431,001,1200,35,9.590849444071485e-08
432,001,100,36,-2.528553829827843e-06
433,001,200,36,-5.861658727415923e-07
434,001,300,36,-7.852587129390284e-07
435,001,400,36,-9.710422461577716e-07
436,001,500,36,-8.797035604918416e-07
437,001,600,36,-5.435093147216169e-07
438,001,700,36,-2.198717672826998e-07
439,001,800,36,-1.2234341574705902e-07
440,001,900,36,-1.157687284479377e-07
441,001,1000,36,1.3416699195084198e-07
442,001,1100,36,-1.2822901799620772e-07
443,001,1200,36,7.231795536353216e-08
444,001,100,37,-1.3947295616258264e-06
445,001,200,37,-1.4979337468866848e-06
446,001,300,37,-6.674327086813874e-07
447,001,400,37,-4.055228604679877e-07
448,001,500,37,-3.272413606302767e-07
449,001,600,37,-1.085518561070014e-07
450,001,700,37,-9.330647257032094e-08
451,001,800,37,2.3662009761832076e-07
452,001,900,37,5.479002567764273e-08
453,001,1000,37,-6.503543854396771e-08
454,001,1100,37,9.42591601283982e-09
455,001,1200,37,3.8864554545288836e-08
456,001,100,38,-1.364656360584281e-06
457,001,200,38,7.47013587342729e-07
458,001,300,38,5.585980035312759e-07
459,001,400,38,6.049625110727487e-07
460,001,500,38,7.964911559088909e-07
461,001,600,38,8.50825553855475e-07
462,001,700,38,2.971602192379305e-07
463,001,800,38,7.877409939844377e-07
464,001,900,38,7.492882593893246e-07
465,001,1000,38,4.051311869537725e-07
466,001,1100,38,3.421852156519942e-07
467,001,1200,38,2.9639751638700954e-07
468,001,100,39,-1.5990024103674508e-07
469,001,200,39,-1.2616802355571595e-06
470,001,300,39,-4.985151174022237e-07
471,001,400,39,-6.856466746796212e-07
472,001,500,39,-6.641183713994566e-07
473,001,600,39,-3.91639283433019e-07
474,001,700,39,2.0741899908533215e-07
475,001,800,39,-9.522434764814057e-08
476,001,900,39,6.076272209287069e-08
477,001,1000,39,2.363371012875272e-07
478,001,1100,39,1.7438817060255742e-07
479,001,1200,39,-8.12595357924515e-08
480,001,100,40,1.0817329334114334e-06
481,001,200,40,-1.6720346492684892e-07
482,001,300,40,2.3143665417156652e-07
483,001,400,40,4.6174590541350003e-07
484,001,500,40,9.29938338076124e-07
485,001,600,40,9.238071266201506e-07
486,001,700,40,6.986553617856018e-07
487,001,800,40,8.014511858771019e-07
488,001,900,40,1.0062313166121877e-06
489,001,1000,40,9.383096305025034e-07
490,001,1100,40,8.552483482168464e-07
491,001,1200,40,6.742221504366276e-07
492,001,100,41,1.975463957113262e-06
493,001,200,41,1.923307568979464e-07
494,001,300,41,5.567033054803528e-07
495,001,400,41,7.030159103454161e-07
496,001,500,41,9.257770976231471e-07
497,001,600,41,3.2034797830069506e-07
498,001,700,41,2.7759542116980576e-07
499,001,800,41,4.0765748510710707e-07
500,001,900,41,4.6344037517732096e-07
501,001,1000,41,3.7342037645818136e-07
502,001,1100,41,3.315348263823293e-07
503,001,1200,41,3.766460430150188e-07
504,001,100,42,2.649364383719645e-06
505,001,200,42,1.1255738135315787e-06
506,001,300,42,1.5370822251415033e-06
507,001,400,42,1.4451952732670289e-06
508,001,500,42,1.3960039098021147e-06
509,001,600,42,1.583279717170027e-06
510,001,700,42,1.0485564637705124e-06
511,001,800,42,7.465154286491641e-07
512,001,900,42,5.466907376632658e-07
513,001,1000,42,5.4113305372972e-07
514,001,1100,42,4.875388871286012e-07
515,001,1200,42,4.3574683420583025e-07
516,001,100,43,-9.222908537501585e-07
517,001,200,43,1.3756085290312681e-06
518,001,300,43,8.354551502570194e-07
519,001,400,43,2.4341785489499787e-07
520,001,500,43,2.8323471900155414e-07
521,001,600,43,3.6870725445821504e-07
522,001,700,43,1.302139278816153e-07
523,001,800,43,2.3114540185734075e-07
524,001,900,43,1.9684582151740364e-07
525,001,1000,43,1.7677718848083074e-08
526,001,1100,43,3.836810952506922e-08
527,001,1200,43,7.262419168133253e-08
528,001,100,44,-2.9039524268750245e-07
529,001,200,44,1.4718128131755705e-06
530,001,300,44,9.497158797818003e-07
531,001,400,44,1.075625345156277e-06
532,001,500,44,1.1149604074212938e-06
533,001,600,44,1.0098188569570634e-06
534,001,700,44,1.0450174770848146e-06
535,001,800,44,1.2068379405924384e-06
536,001,900,44,1.0961546460829895e-06
537,001,1000,44,9.365568841316543e-07
538,001,1100,44,6.309097547328153e-07
539,001,1200,44,7.617830199475245e-07
540,001,100,45,5.404110187779406e-07
541,001,200,45,4.7577605832753534e-07
542,001,300,45,2.734589516146559e-07
543,001,400,45,8.085745282537013e-07
544,001,500,45,7.313822105116153e-07
545,001,600,45,6.189783205437601e-08
546,001,700,45,2.383283999501781e-07
547,001,800,45,2.423991853528046e-07
548,001,900,45,2.2096691953421939e-07
549,001,1000,45,1.921079757042104e-07
550,001,1100,45,-3.960964578792896e-08
551,001,1200,45,-1.6298336876768053e-07
552,001,100,46,-1.268375757127091e-06
553,001,200,46,-8.287687670002578e-07
554,001,300,46,1.1469126735132851e-07
555,001,400,46,5.977793552382812e-07
556,001,500,46,5.228172419689787e-07
557,001,600,46,2.9846310979415193e-07
558,001,700,46,6.764369079980536e-07
559,001,800,46,7.804181683455729e-07
560,001,900,46,4.6818958827252713e-07
561,001,1000,46,2.3029044488342236e-07
562,001,1100,46,1.6730593907230852e-07
563,001,1200,46,3.743668203599939e-07
564,001,100,47,2.1184786662413477e-06
565,001,200,47,-1.4075738205214624e-07
566,001,300,47,-3.861657294703764e-07
567,001,400,47,-7.609338065413355e-07
568,001,500,47,-6.336349848953355e-07
569,001,600,47,-5.513198561775744e-07
570,001,700,47,-1.7358500763963966e-07
571,001,800,47,-3.347419942838431e-07
572,001,900,47,-2.750639087187139e-07
573,001,1000,47,-7.915767236845121e-08
574,001,1100,47,7.347027666048662e-08
575,001,1200,47,2.0985928029131002e-07
576,001,100,48,5.72682073100829e-07
577,001,200,48,1.759543202387827e-07
578,001,300,48,-9.793230365442122e-08
579,001,400,48,-2.7764751779968347e-08
580,001,500,48,-4.027431486507224e-07
581,001,600,48,-5.924519507083615e-07
582,001,700,48,-2.2021000403707543e-07
583,001,800,48,-2.3329941285037213e-08
584,001,900,48,1.691937804995861e-08
585,001,1000,48,2.2515474272588762e-07
586,001,1100,48,2.568200951942745e-07
587,001,1200,48,3.008489992342999e-07
588,001,100,49,-2.447697512375846e-07
589,001,200,49,1.724489335272013e-07
590,001,300,49,1.9704297036648648e-07
591,001,400,49,2.599469150880816e-07
592,001,500,49,5.30896192835362e-07
593,001,600,49,5.143341858897562e-07
594,001,700,49,1.0305574256733266e-06
595,001,800,49,1.1363449231446205e-06
596,001,900,49,9.323334007288441e-07
597,001,1000,49,1.0461253648244184e-06
598,001,1100,49,1.0501880130497659e-06
599,001,1200,49,1.0694768437135396e-06
600,001,100,50,4.463788060129715e-07
601,001,200,50,-4.368086088264291e-07
602,001,300,50,2.4290075046429153e-07
603,001,400,50,6.026939309263957e-07
604,001,500,50,1.431207891230546e-07
605,001,600,50,2.1706922897161792e-07
606,001,700,50,3.7152201893901e-07
607,001,800,50,4.7631467305982146e-07
608,001,900,50,4.3865225920924156e-07
609,001,1000,50,4.87217309182304e-07
610,001,1100,50,3.1706666263420685e-07
611,001,1200,50,3.757896649282055e-07
612,001,100,51,-8.302648889027776e-07
613,001,200,51,1.328061974105173e-07
614,001,300,51,4.390572189264021e-07
615,001,400,51,9.296733409578052e-07
616,001,500,51,8.818677463899203e-07
617,001,600,51,1.2958768824478324e-06
618,001,700,51,1.1762313470965943e-06
619,001,800,51,1.0659865570363643e-06
620,001,900,51,9.553705643525046e-07
621,001,1000,51,8.963767359030688e-07
622,001,1100,51,4.1878125053418623e-07
623,001,1200,51,6.138530283934119e-07
624,001,100,52,1.2069881616449218e-06
625,001,200,52,-3.177818192716178e-07
626,001,300,52,-8.138667701931075e-07
627,001,400,52,-1.932150956278203e-07
628,001,500,52,1.0648363563833585e-07
629,001,600,52,7.098146055963645e-08
630,001,700,52,1.3227515415510863e-07
631,001,800,52,-2.2426553090201644e-07
632,001,900,52,-4.229620391516603e-07
633,001,1000,52,-4.274491600371218e-07
634,001,1100,52,-3.315942514760372e-07
635,001,1200,52,-4.898440665999228e-07
636,001,100,53,1.237596498131242e-06
637,001,200,53,3.008819266206288e-07
638,001,300,53,9.679030028887453e-07
639,001,400,53,1.4382758934248893e-06
640,001,500,53,1.6975149742268424e-06
641,001,600,53,1.5095737887705536e-06
642,001,700,53,1.4350164634664993e-06
643,001,800,53,9.292841284314886e-07
644,001,900,53,9.204160878750258e-07
645,001,1000,53,8.775692782773244e-07
646,001,1100,53,9.784865018181992e-07
647,001,1200,53,9.906462151724419e-07
648,001,100,54,4.888785610388184e-07
649,001,200,54,5.33830478160477e-07
650,001,300,54,6.782104228310373e-08
651,001,400,54,-4.691936615483568e-07
652,001,500,54,-9.345608710582427e-07
653,001,600,54,-1.0346049622103462e-06
654,001,700,54,-6.902339629832761e-07
655,001,800,54,-6.566530267143726e-07
656,001,900,54,-2.546892208828977e-07
657,001,1000,54,-6.36184708488204e-08
658,001,1100,54,-1.9697975950806842e-07
659,001,1200,54,-1.998338720692043e-07
660,001,100,55,1.2295653501510722e-07
661,001,200,55,-9.008959824833125e-08
662,001,300,55,2.1334605196028243e-07
663,001,400,55,2.917387560872946e-07
664,001,500,55,2.194277273944261e-07
665,001,600,55,3.978725102523672e-07
666,001,700,55,4.1826909432389687e-07
667,001,800,55,5.398238959441153e-07
668,001,900,55,5.335546552532118e-07
669,001,1000,55,5.943179208978397e-07
670,001,1100,55,4.732262855985228e-07
671,001,1200,55,3.89690429891141e-07
672,001,100,56,1.604028020130086e-06
673,001,200,56,1.978771087687315e-06
674,001,300,56,1.0657909514824038e-06
675,001,400,56,5.45409532226743e-07
676,001,500,56,2.3656951429703e-07
677,001,600,56,1.6888487490080722e-07
678,001,700,56,3.375105191187291e-07
679,001,800,56,4.47492852286527e-07
680,001,900,56,3.7925446210416213e-07
681,001,1000,56,1.943744710785105e-07
682,001,1100,56,2.574120218167621e-07
683,001,1200,56,1.4123191955008022e-07
684,001,100,57,-1.4494047809847577e-07
685,001,200,57,-4.7032623396363386e-07
686,001,300,57,-1.270927288567085e-06
687,001,400,57,-1.1786512839461587e-06
688,001,500,57,-1.4458883490544322e-06
689,001,600,57,-1.3224514414522768e-06
690,001,700,57,-8.570936529457537e-07
691,001,800,57,-7.190417964320434e-07
692,001,900,57,-5.277923837550863e-07
693,001,1000,57,-4.948975920205574e-08
694,001,1100,57,-2.8411521001272367e-07
695,001,1200,57,-1.6908059838853793e-08
696,001,100,58,8.258355970890004e-08
697,001,200,58,1.4201263577558486e-07
698,001,300,58,6.282273591649905e-07
699,001,400,58,4.203429465940679e-07
