SOA,Participant,Condition,StimulusType,MeanAmplitude,Electrode
100,100_0,random,A-4,1.0056510518552385e-06,M1
100,100_1,random,A-4,9.519758896203712e-07,M1
100,100_2,random,A-4,-5.485771671374096e-06,M1
100,100_3,random,A-4,9.11346357952425e-07,M1
100,100_4,random,A-4,-1.4323941059046775e-06,M1
100,100_5,random,A-4,3.377225727518862e-07,M1
100,100_6,random,A-4,1.5826012122488465e-06,M1
100,100_7,random,A-4,-1.8630537738317798e-07,M1
100,100_8,random,A-4,-3.116022617177805e-07,M1
100,100_9,random,A-4,-1.9335659025898622e-07,M1
100,100_10,random,A-4,-2.4323141678905813e-06,M1
100,100_11,random,A-4,-7.552890547231073e-06,M1
100,100_12,random,A-4,-2.322455248027211e-07,M1
100,100_13,random,A-4,-2.360078324272763e-06,M1
100,100_14,random,A-4,-3.6089695754526474e-07,M1
100,100_15,random,A-4,-2.6793877077579963e-06,M1
100,100_16,random,A-4,-7.644072920811596e-06,M1
100,100_17,random,A-4,7.229371692574204e-07,M1
100,100_18,random,A-4,5.416369964450496e-07,M1
100,100_19,random,A-4,1.070047922446804e-07,M1
100,100_0,random,A-4,-8.552523706839566e-07,M2
100,100_1,random,A-4,6.795735629339106e-07,M2
100,100_2,random,A-4,-2.122067780874204e-06,M2
100,100_3,random,A-4,3.6941167309123556e-07,M2
100,100_4,random,A-4,-1.3028961120653549e-06,M2
100,100_5,random,A-4,-4.6282433771693834e-07,M2
100,100_6,random,A-4,1.1425904745010484e-06,M2
100,100_7,random,A-4,3.0494419554827347e-07,M2
100,100_8,random,A-4,1.9656652810340348e-07,M2
100,100_9,random,A-4,2.534010818067145e-08,M2
100,100_10,random,A-4,-2.4319747626577735e-06,M2
100,100_11,random,A-4,-4.03479000851803e-06,M2
100,100_12,random,A-4,6.123300538618537e-08,M2
100,100_13,random,A-4,-1.7322087978755008e-06,M2
100,100_14,random,A-4,1.882492593807683e-08,M2
100,100_15,random,A-4,-2.3538487039331813e-06,M2
100,100_16,random,A-4,-1.0139381120097823e-05,M2
100,100_17,random,A-4,3.3637020897003823e-06,M2
100,100_18,random,A-4,4.449671219930451e-08,M2
100,100_19,random,A-4,2.2540629151990286e-06,M2
100,100_0,random,A-4,2.3065437559299795e-07,fronto_pooled
100,100_1,random,A-4,-3.717321929794792e-07,fronto_pooled
100,100_2,random,A-4,-1.7121952330398926e-06,fronto_pooled
100,100_3,random,A-4,-1.4392196355927921e-07,fronto_pooled
100,100_4,random,A-4,4.650325969066671e-07,fronto_pooled
100,100_5,random,A-4,1.1545720718331154e-07,fronto_pooled
100,100_6,random,A-4,1.2173701533129133e-06,fronto_pooled
100,100_7,random,A-4,-1.1566601256634002e-06,fronto_pooled
100,100_8,random,A-4,-6.363591167968253e-07,fronto_pooled
100,100_9,random,A-4,2.2662260575501137e-07,fronto_pooled
100,100_10,random,A-4,1.2411578027240466e-06,fronto_pooled
100,100_11,random,A-4,-1.1278534111625049e-06,fronto_pooled
100,100_12,random,A-4,4.474320913914198e-07,fronto_pooled
100,100_13,random,A-4,5.470935856237702e-07,fronto_pooled
100,100_14,random,A-4,-1.9109166149533506e-07,fronto_pooled
100,100_15,random,A-4,1.013629227372803e-06,fronto_pooled
100,100_16,random,A-4,-7.033976893580984e-06,fronto_pooled
100,100_17,random,A-4,1.5937072455471935e-06,fronto_pooled
100,100_18,random,A-4,-1.0592183120294863e-07,fronto_pooled
100,100_19,random,A-4,8.890731306792077e-07,fronto_pooled
100,100_0,random,A-4,7.519934058564104e-08,mastoids_pooled
100,100_1,random,A-4,8.157747262771409e-07,mastoids_pooled
100,100_2,random,A-4,-3.80391972612415e-06,mastoids_pooled
100,100_3,random,A-4,6.403790155218303e-07,mastoids_pooled
100,100_4,random,A-4,-1.367645108985016e-06,mastoids_pooled
100,100_5,random,A-4,-6.255088248252605e-08,mastoids_pooled
100,100_6,random,A-4,1.3625958433749473e-06,mastoids_pooled
100,100_7,random,A-4,5.931940908254773e-08,mastoids_pooled
100,100_8,random,A-4,-5.7517866807188514e-08,mastoids_pooled
100,100_9,random,A-4,-8.400824103915739e-08,mastoids_pooled
100,100_10,random,A-4,-2.4321444652741776e-06,mastoids_pooled
100,100_11,random,A-4,-5.793840277874551e-06,mastoids_pooled
100,100_12,random,A-4,-8.550625970826787e-08,mastoids_pooled
100,100_13,random,A-4,-2.046143561074132e-06,mastoids_pooled
100,100_14,random,A-4,-1.7103601580359395e-07,mastoids_pooled
100,100_15,random,A-4,-2.516618205845589e-06,mastoids_pooled
100,100_16,random,A-4,-8.89172702045471e-06,mastoids_pooled
100,100_17,random,A-4,2.0433196294789014e-06,mastoids_pooled
